Language Code,,,Official Word,variation 1:,variation 2:,variation 3:,variation 4:,variation 5:,variation 6:,variation 7:
E,,,drug,drugs,drugged,drugging,,,,
E,,,drum,drums,drumming,drummed,drummers,,,
E,,,dry,dries,drying,dried,dryness,drier,driest,
E,,,dual,duals,duality,dualities,dualist,dualists,,
E,,,dubious,dubiously,dubiousness,,,,,
E,,,dull,dullness,dullen,duller,dullest,dullard,,
E,,,duration,durations,durational,durationally,,,,
E,,,duty,duties,dutybound,duty-bound,dutiful,,,
E,,,dwell,dwells,dwelling,dwelled,,,,
E,,,dynamic,dynamics,dynamical,dynamically,,,,
E,,,ear,ears,earful,,,,,
E,,,early,earlier,earliest,earlyish,earliness,,,
E,,,earth,earth's,earths,earthy,earthling,earthlike,earthward,earthen
E,,,earthquake,earthquakes,earthquaking,,,,,
E,,,ease,eases,eased,easing,easier,easiest,,
E,,,east,easts,easting,eastern,,,,
E,,,eat,eaters,eating,ate,eater,,,
E,,,echo,echos,echoing,echoed,echoic,echoically,,
E,,,eclipse,eclipses,eclipsed,eclipsing,,,,
E,,,economy,economic,economics,economical,economically,economist,economies,
E,,,ecstasy,ecstacies,ecstatic,ecstatically,,,,
E,,,effect,effects,effective,effectiveness,effectively,effectual,,
E,,,effort,efforts,effortful,effortless,effortlessly,,,
E,,,effulgence,effulgences,effulgency,effulgent,,,,
E,,,egg,eggs,,,,,,
E,,,ego,egos,egoic,egoization,egoically,egoism,egoistic,egoistical
E,,,eight,eights,eighty,,,,,
E,,,eighteen,eighteenths,,,,,,
E,,,eighth,eighths,,,,,,
E,,,elegance,elegances,elegant,elegantly,,,,
E,,,element,elements,elementary,elemental,,,,
E,,,elephant,elephants,,,,,,
E,,,eleven,elevens,eleventh,,,,,
E,,,eliminate,eliminates,eliminated,eliminating,elimination,,,
E,,,elixir,elixirs,,,,,,
E,,,emanate,emanates,emanated,emanation,emanator,emanating,,
E,,,emancipate,emancipated,emancipates,emancipating,emancipist,,,
E,,,embody,embodies,embodied,embodying,embodiment,,,
E,,,embrace,embrace,embraces,embraced,embracing,embracingly,embracement,
E,,,embryo,embryos,embryonic,embryonal,embrio,fetus,foetus,
E,,,eminence,eminences,preeminence,,,,,
E,,,emotion,emotions,emotional,emotionally,emotionalism,emotionable,,
E,,,emperor,emperors,emperor's,emperorship,empress,,,
E,,,empty,empties,emptied,emptying,,,,
E,,,encircle,encircles,encircled,encircling,encirclement,,,
E,,,enclose,encloses,enclosed,enclosing,enclosure,,,
E,,,encourage,encourages,encouraged,encouraging,encouragement,,,
E,,,end,ends,ending,endless,endward,endwise,,
E,,,endow,endows,endowment,endower,endowing,endowed,endowable,
E,,,enema,enemas,enemata,,,,,
E,,,enemy,enemies,archenemy,,,,,
E,,,energy,energies,energize,energetic,energizes,energizing,energise,
E,,,engage,engages,engaged,engaging,engagement,,,
E,,,English,Englishes,Englishman,Englishwoman,Englishize,Englishization,Englishness,anglicize
E,,,engross,engrosses,engrossment,engrossing,engrossed,,,
E,,,enjoy,enjoys,enjoying,enjoyed,enjoyable,,,
E,,,enlighten,enlightens,enlightening,enlightened,enlightenment,,,
E,,,enquiry,enquiries,enquires,enquire,enquiring,inquiry,,
E,,,enthuse,enthuses,enthused,enthusiastic,enthusiasm,enthusiast,enthusing,
E,,,enter,enters,entered,entering,entrance,entrances,reentrance,
E,,,enumerate,enumerates,enumerated,enumerating,enumeration,,,
E,,,envoy,envoys,,,,,,
E,,,epic,epics,,,,,,
E,,,epithet,epithets,epithetic,epithetical,epithetically,,,
E,,,epoch,epochs,epochal,,,,,
E,,,equal,equals,equality,equalities,equally,equalization,equalize,equalise
E,,,equanimity,equanimities,equalinitable,equanimous,equanimously,,,
E,,,equator,equators,equatorial,,,,,
E,,,equilibrium,equilibriates,equilibriation,equilibrial,equilibrated,equilibrating,equilibriate,equilibriums
E,,,equity,equities,equitable,,,,,
E,,,erection,erections,erect,erector,re-erection,errected,,
E,,,err,errs,erred,erring,error,errant,erroneous,
E,,,escape,escapes,escaped,escaping,escapee,escapement,,
E,,,essence,essences,essential,essentially,quintessential,,,
E,,,establish,establishes,established,establishing,establishment,,,
E,,,eternal,etternally,eternity,everlasting,everlastings,everlastingness,everlastingly,endless
E,,,ether,ethers,etherial,ethereal,aether,aetherial,etherealize,etherealise
E,,,ethic,ethics,ethical,bioethics,ethicist,ethos,ethicism,
E,,,ethnic,ethnics,ethnicity,ethnicization,ethnical,ethnically,ethnocentric,ethnology
E,,,euphemistic,euphemistically,euphemism,euphemistical,euphemisms,,,
E,,,Europe,European,Euro,Euro-,,,,
E,,,evening,enenings,eveningwear,yesterevening,eveningtide,,,
E,,,evidence,evidences,evidenced,evidenceable,evident,evidential,evidentiary,
E,,,evil,evils,evildoer,evilness,eviler,evilest,evilize,
E,,,evolve,evolves,evolved,evolving,evolution,,,
E,,,exalt,exalts,exalted,exalting,,,,
E,,,examine,examines,examined,examining,examination,,,
E,,,example,examples,exampled,exemplary,exemplify,,,
E,,,exceed,exceeds,exceeded,exceeding,exceedingly,,,
E,,,excel,excels,excelled,excelling,excellence,excellent,,
E,,,excite,excites,excited,exciting,excitement,,,
E,,,exclaim,exclaims,exclaimed,exclaiming,exclamation,,,
E,,,excrete,excretes,excreted,excreting,excretion,excrement,,
E,,,excuse,excuses,excused,excusing,,,,
E,,,execute,executes,executed,executing,execution,,,
E,,,exhibit,exhibits,exhibited,exhibiting,exhibiters,exhibitors,,
E,,,exile,exiles,exiled,exiling,,,,
E,,,exist,exists,existed,existing,existence,coexist,preexist,existent
E,,,exit,exits,exited,exiting,exitless,,,
E,,,expedite,expedites,expedited,expediting,expedient,expediency,expeditious,expeditiously
E,,,expel,expels,expelled,expelling,expulsion,expulsive,,
E,,,experience,experiences,experienced,experiencing,experiencer,experiential,,
E,,,expire,expires,expired,expiring,expiration,expiree,expiry,
E,,,explain,explains,explained,explaining,explanation,,,
E,,,explore,explores,explored,exploring,exploration,,,
E,,,expose,exposes,exposed,exposing,exposition,,,
E,,,expound,expounds,expounded,expounding,,,,
E,,,express,expresses,expressed,expressing,expressive,expression,expressedly,re-express
E,,,extend,extends,extended,extending,extension,,,
E,,,external,externals,externality,externalize,,,,
E,,,extinguish,extinguishes,extinguished,extinguishing,extinguishment,extinguishable,extinguisher,
E,,,extol,extols,extolled,extolling,extolement,extoller,extollation,
E,,,extract,extracts,extracted,extracting,extraction,,,
E,,,extreme,extremes,extremely,extremest,extremist,extremer,extremeness,
E,,,eye,eyes,eyed,eying,eyeball,eyeful,eyeing,
E,,,eyebrow,eyebrows,eyebrowed,,,,,
E,,,face,face,faces,facing,faced,facial,,
E,,,fact,facts,factual,,,,,
E,,,factor,factors,factorless,factorability,factorable,cofactor,trifactor,
E,,,faculty,faculties,,,,,,
E,,,faint,faint,faints,fainting,fainted,,,
E,,,faith,faiths,faithful,faithfully,,,,
E,,,fall,falls,falling,fallen,,,,
E,,,fame,famed,fames,faming,famous,famousness,,
E,,,family,families,familied,birthfamily,biofamily,familylike,,
E,,,fan,fans,fanned,fanning,,,,
E,,,fancy,fancies,fanciful,fancied,fancying,fanciest,fancier,
E,,,fantastic,fantanstical,fantastically,,,,,
E,,,fast,faster,fastest,fasting,fasted,,,
E,,,father,fathers,fathered,fathering,fatherhood,grandfather,forefather,fatherless
E,,,fault,faults,faulted,faulting,faulty,faulty,faultless,
E,,,favor,favor,favors,favoring,favored,favorite,favorites,favoritism
E,,,fear,fear,fears,fearing,feared,fearlessness,,
E,,,feast,feasts,feasted,feasting,feaster,,,
E,,,feather,feathers,feathered,feathering,featherless,,,
E,,,feature,features,featured,featuring,featureful,featural,,
E,,,feel,feel,feels,feeling,felt,,,
E,,,felicity,felicities,felicitous,felicitously,,,,
E,,,female,females,,,,,,
E,,,feminine,femininity,,,,,,
E,,,ferocious,ferociousness,ferociously,ferocity,,,,
E,,,fertile,fertilety,fertileness,fertilise,fertilize,fertilisation,fertilization,
E,,,festive,festivity,festivities,,,,,
E,,,fiber,fibers,fiberous,,,,,
E,,,field,fields,fielded,fielding,fielder,,,
E,,,fierce,fiercely,fiercesome,fiercer,fiercest,fierceness,,
E,,,figurative,figuratively,figureativeness,,,,,
E,,,figure,figures,figured,figuring,figurehead,,,
E,,,fill,fills,filling,filled,,,,
E,,,final,finals,finalist,finality,finally,,,
E,,,find,finds,found,finding,finder,founded,founding,findling
E,,,fine,fines,fined,finer,finest,finely,fineness,finery
E,,,finish,finishes,finished,finishing,finisher,,,
E,,,finite,finiteness,,,,,,
E,,,fire,fires,firing,fired,,,,
E,,,firefly,fireflies,,,,,,
E,,,firm,firms,firmed,firming,firmly,firmer,firmest,firmness
E,,,first,firsts,firstly,,,,,
E,,,fish,fishes,fished,fishing,fisher,fishy,,
E,,,five,fives,fifth,,,,,
E,,,fix,fixed,fixes,fixing,fixation,fixture,fixity,fixings
E,,,flame,flames,flaming,flamed,enflamed,,,
E,,,flat,flats,flatten,flattened,flattening,flatly,flatish,flatter
E,,,flesh,fleshed,fleshing,fleshy,,,,
E,,,float,floats,floated,floating,floatingly,floater,,
E,,,flood,floods,flooded,flooding,,,,
E,,,floor,floored,floors,flooring,,,,
E,,,flourish,flourishing,flourished,flourishment,flourishes,,,
E,,,flow,flowed,flowing,flowage,flows,,,
E,,,flower,flowers,flowering,flowered,,,,
E,,,fluctuate,fluctuates,fluctuating,fluctuation,fluctuated,,,
E,,,fluid,fluids,,,,,,
E,,,flute,fluted,flautist,flautists,fluting,flutes,,
E,,,fly,flew,flies,flying,flown,flier,flight,flighty
E,,,fold,folded,folding,folder,,,,
E,,,follow,follows,followed,following,follower,followee,followable,
E,,,fontanelle,fontenelles,,,,,,
E,,,food,foods,foodie,foody,,,,
E,,,foot,feet,,,,,,
E,,,force,forced,forced,forceful,forcefully,forces,enforce,forcibly
E,,,forearm,forearms,,,,,,
E,,,forefather,forefathers,,,,,,
E,,,finger,fingers,fingered,fingering,forefinger,,,
E,,,forehead,foreheads,,,,,,
E,,,forest,forests,forester,forested,forestry,,,
E,,,forgetting,forget,,,,,,
E,,,forgive,forgive,forgave,forgiving,forgivingly,,,
E,,,formal,formals,formality,formalize,formalise,,,
E,,,form,forms,formed,forming,,,,
E,,,formidable,formidables,formidableness,,,,,
E,,,formless,formlessly,formlessness,,,,,
E,,,fort,forts,fortitude,fortify,fortress,fortification,,
E,,,fortune,fortunes,fortunate,fortunately,fortuitous,fortuity,,
E,,,four,fours,fouth,,,,,
E,,,fragment,fragmented,fragments,fragmentary,fragmenting,,,
E,,,fragrance,fragrances,fragranced,fragrancing,,,,
E,,,free,frees,freed,freeing,freely,freer,freest,
E,,,friend,friends,friendly,friendship,friendlier,friendliest,boyfriend,girlfriend
E,,,befriend,befriended,befriending,,,,,
E,,,fringe,fringes,fringed,fringey,fringy,fringier,fringiest,
E,,,frog,frogs,froggish,froggy,froggery,,,
E,,,front,fronts,fronted,fronting,frontal,frontally,,
E,,,fruit,fruits,fruity,fruitful,fruitless,fruition,fruitfulness,fruitfully
E,,,fructify,fructifier,fructification,,,,,
E,,,frustrate,frustrations,frustrated,frustating,frustrates,frustration,,
E,,,fry,fries,fried,frying,frier,,,
E,,,fuel,fuels,fueled,fueling,fuelled,fuelling,,
E,,,fulfil,fulfils,fulfilled,fulfilling,fulfillment,fulfilment,,
E,,,full,fuller,fullest,fully,,,,
E,,,fun,funny,funnier,funniest,funnily,,,
E,,,function,functions,functioned,functioning,functional,,,
E,,,fundamental,fundamentalist,fundamentalism,fundamentals,,,,
E,,,furnish,furnishes,furnished,furnishing,furniture,furnitures,,
E,,,fury,furies,furious,furiously,,,,
E,,,fuse,fuses,fused,fusing,fuser,,,
E,,,future,futures,futuristic,futured,futureless,futurism,,
E,,,gain,gains,gainable,gained,gaining,gainer,,
E,,,garland,garlanded,garlands,garlanding,,,,
E,,,garment,garments,,,,,,
E,,,gate,gates,gated,gating,gater,,,
E,,,gatekeep,gatekeepers,gatekeeper,gatekeepering,gatekept,,,
E,,,gaze,gazes,gazed,gazing,gazingly,,,
E,,,general,generals,generalize,generally,generalization,generalizations,generalized,generalizing
E,,,generate,generates,generating,generated,generation,generative,generatively,
E,,,generic,generics,generical,genericity,genericness,genericise,genericised,generically
E,,,generous,generosity,generously,generosities,,,,
E,,,genital,genitals,genitalia,,,,,
E,,,genuine,genuinely,genuineness,,,,,
E,,,geometry,geometric,geometrical,,,,,
E,,,germinate,germinates,germination,germinations,germinating,germinated,germinator,
E,,,gesture,gestures,gestured,gesturing,gesturingly,gesticulate,,
E,,,ghee,ghees,,,,,,
E,,,ghost,ghosts,ghostly,,,,,
E,,,giant,giants,giantly,giantess,giantlike,giantism,giantish,gigantic
E,,,gift,gifts,gifted,gifting,giftee,gifter,regift,
E,,,girl,girls,girly,girlish,girlie,girlishly,girlishness,
E,,,girth,girths,girthed,girthing,girthly,girthiest,girthy,girthier
E,,,give,gives,giving,gave,given,givingness,givings,giver
E,,,glad,gladly,gladden,gladder,gladdest,,,
E,,,gland,glands,glandular,glandule,glandulous,glans,,
E,,,globe,global,globalist,globalism,globes,globed,globing,globus
E,,,glory,glories,gloried,glorying,glorify,glorification,glorious,gloriously
E,,,glue,glues,glued,glueing,glueish,gluey,,
E,,,go,gone,going,goes,went,,,
E,,,goal,goals,goalpost,goalie,goalkeeper,goaltender,goalless,
E,,,god,gods,godliness,godly,godling,godded,godness,godding
E,,,goddess,goddesses,goddessly,goddessling,goddesship,goddesshood,demigoddess,
E,,,goiter,goiters,goitre,goitred,goitres,,,
E,,,gold,golden,golds,goldish,goldless,,,
E,,,good,goodly,goodliness,goodish,goods,gooder,goodliest,goodlier
E,,,govern,governed,governing,governess,governor,governance,,
E,,,grace,graced,graceful,gracefully,gracing,,,
E,,,gradual,gradually,gradualism,gradualistic,gradualistically,,,
E,,,grammar,grammars,grammarian,grammer,,,,
E,,,grandfather,grandfathers,grandfathered,grandfathering,grandfatherly,grandfatherism,grandfatherliness,grandpaternal
E,,,grant,grants,granted,granting,grantor,grantee,granter,
E,,,grasp,grasps,grasping,grasped,grasper,graspingly,,
E,,,grasshopper,grasshoppers,grasshopping,,,,,
E,,,gratify,gratifies,gratifying,gratification,gratified,gratifications,gratifyingly,
E,,,great,greats,greater,greatest,greatly,greatness,,
E,,,greet,greets,greeted,greeting,greetingly,,,
E,,,griefless,grieflessly,,,,,,
E,,,grieve,grieves,grieved,grieving,grief,griefful,,
E,,,grind,grinds,grinded,grinding,ground,grounded,grinder,
E,,,gross,grosser,grossest,grossly,grossish,grossness,,
E,,,ground,grounded,grounds,grounding,groundiest,groundedness,groundless,groundlessly
E,,,group,groups,grouped,grouping,groupie,groupies,,
E,,,grow,grows,grew,grown,growing,growen,growth,
E,,,guard,guards,guarded,guarding,guardedly,guardian,guardians,
E,,,guess,guesses,guessed,guessing,guessable,guestimation,guesser,
E,,,guide,guides,guiding,guided,guidance,guideline,guidelines,guidances
E,,,guile,guiles,guiling,guiled,beguile,guileful,guileless,
E,,,habitate,habitates,habitated,habitating,habitat,habitats,,
E,,,hail,hails,hailed,hailing,hailstone,hailshot,hailer,hailest
E,,,hair,hairs,hairy,hairier,hairiest,haired,hairiness,
E,,,half,halves,,,,,,
E,,,half-moon,half-moons,half-mooned,,,,,
E,,,hand,handed,hands,handy,handing,handily,handier,handiest
E,,,handicap,handicapped,,,,,,
E,,,happy,happiest,happily,happier,,,,
E,,,hard,harden,harder,hardening,hardest,hardness,hardship,
E,,,hardwood,hardwoods,,,,,,
E,,,harm,harmed,harmful,harmfulness,harming,harmless,harmlessness,
E,,,harmony,harmonized,harmonizes,harmonize,,,,
E,,,harness,harnessed,harnesses,,,,,
E,,,harsh,harshness,harshly,harsher,harshiest,,,
E,,,hate,hates,hated,hating,hateful,hatred,hater,
E,,,haughty,haughtiness,haughtily,haughtier,haughtiest,,,
E,,,have,haves,having,had,has,,,
E,,,head,headed,heads,heading,headily,headiness,headless,
E,,,heal,healers,healings,healer,heals,healing,healed,healingly
E,,,health,healthy,healthful,healths,healthiness,healthie,health-conscious,
E,,,hear,hears,hearing,heard,hearer,,,
E,,,heart,hearts,hearting,heartedly,hearted,,,
E,,,heaven,heavens,heavenly,,,,,
E,,,heir,heirs,,,,,,
E,,,hell,hells,,,,,,
E,,,helmsman,helmsmanship,helmsmanships,helmsmen,,,,
E,,,help,helped,helps,helping,helper,helpers,,
E,,,herb,herbs,herbal,herbalist,,,,
E,,,herd,herds,herded,herding,,,,
E,,,hermitage,hermitages,,,,,,
E,,,hero,heros,heroine,,,,,
E,,,heron,herons,,,,,,
E,,,hide,hid,hiding,,,,,
E,,,hill,hills,hilly,hillier,hilliest,,,
E,,,Himalaya,Himalayan,Himalayas,,,,,
E,,,hinder,hinders,hindered,hindering,hinderer,hindrance,hinderment,hindrances
E,,,hindi,Hindu,Hinduism,Hindutva,Hinduize,,,
E,,,hip,hips,hippier,hippiest,hippy,hipster,hippies,
E,,,hold,holding,holder,held,holden,,,
E,,,hold,holds,holding,held,holder,holders,,
E,,,holy,holier,holiest,holies,holiness,,,
E,,,homage,homages,homaged,homaging,,,,
E,,,home,homes,homing,homed,homily,homier,homiest,
E,,,homogenous,homogeneous,homogeneity,homogenize,homogenization,homogenized,homogenizing,homogenizes
E,,,honest,honesty,honestly,honester,,,,
E,,,honey,honies,,,,,,
E,,,honor,honors,honored,honoring,honorific,honorifics,honorable,honorably
E,,,honorific,honorifics,honorifically,,,,,
E,,,hood,hoods,hoodie,hooded,hooding,,,
E,,,horn,horns,horned,horning,horny,hornily,hornier,horneist
E,,,horrible,horribly,horribles,horrific,horrifically,horrify,horrification,horrendous
E,,,horripilation,horripilate,horripilated,horripilates,horripilate,horripilated,,
E,,,horse,horses,horseman,horseplay,horsed,horsing,,
E,,,hostile,hostiles,hostility,hostilities,,,,
E,,,hot,hotly,hots,hotter,hottest,,,
E,,,hour,hours,hourly,,,,,
E,,,hourglass,hourglasses,hourglassed,hourglassing,,,,
E,,,household,householder,householders,,,,,
E,,,howl,howled,howling,houler,houls,,,
E,,,huge,hugely,,,,,,
E,,,hum,hums,hummed,humming,hummingly,,,
E,,,human,humans,humanity,humaness,humanoid,,,
E,,,humor,humorous,humored,humors,humoring,humoringly,humorist,
E,,,hump,humps,humping,humped,humpage,humpable,humpability,humper
E,,,husband,husbanding,husbanded,husbands,husbandry,,,
E,,,hymn,hymns,hymnal,hymn-book,hymning,hymned,,
E,,,I-am,I-amness,I-sense,I am,I amness,I sense,Iam,Iamness
E,,,iconography,iconographies,,,,,,
E,,,idea,ideas,ideation,,,,,
E,,,identity,identities,identical,identically,,,,
E,,,indentify,identifies,identifier,identification,identifications,identifying,identified,
E,,,idol,idols,idolatry,idolatrous,idolize,idolized,idolization,idolizing
E,,,ignore,ignorances,ignored,ignoring,ignorance,ignorantly,ignorants,
E,,,illumine,illumined,illumines,illuminate,illuminates,illuminating,illumination,illuminary
E,,,illusion,illusions,illusionary,illusional,illusionable,,,
E,,,image,images,imaged,imagings,imaging,,,
E,,,image,images,imaged,imagings,imaging,,,
E,,,imagine,imagine,imagined,imagines,imagining,imaginings,imaginary,imaginations
E,,,immediate,immediately,immediateness,immediacy,,,,
E,,,immense,immenses,immensely,immensity,immensities,,,
E,,,immortal,immortality,immortalize,immortalities,immortally,immortalized,immortalizing,immortals
E,,,immovable,immovables,immovably,immovability,immovabilities,immoveable,immoveability,
E,,,immutable,immutability,immutables,immuntableness,,,,
E,,,impair,impairment,impaired,impairs,impairing,impairingly,impairments,
E,,,imperceptible,imperceptibles,imperceptibility,imperceptibly,imperceivable,imperceptibleness,,
E,,,imperishable,imperishableness,imperishability,imperishables,imperishably,imperishingness,,
E,,,impermanent,impermanency,impermanencies,impermanents,impermanently,,,
E,,,impious,impiously,impiousness,impiety,,,,
E,,,imply,implies,implied,implying,implicit,implicitly,implicitness,
E,,,impotent,impotents,impotence,impotency,impotencies,,,
E,,,impressed,impress,impressed,impresses,impressingly,impressing,impression,impressions
E,,,improve,improves,improved,improving,improvement,improvements,improvable,improvably
E,,,impulse,impulses,impulsive,impulsively,impulsiveness,impulsivity,impulsivities,
E,,,impure,impurity,impures,impurely,impureness,,,
E,,,inactive,inactives,inactivity,inactivation,,,,
E,,,inanimate,inanimated,inanimatively,inanimation,inanimativeness,,,
E,,,incarnate,incarnate,incarnated,incarnates,incarnation,incarnating,incarnations,
E,,,incident,incidents,incidental,incidentally,incidentals,,,
E,,,incite,incites,incited,inciting,incitement,incitements,incitful,incitefully
E,,,incline,inclines,inclining,inclined,inclination,inclinations,inclinable,inclinablility
E,,,include,include,included,includes,including,inclusion,inclusive,inclusions
E,,,incorrect,incorrectly,incorrectedness,,,,,
E,,,independence,independent,independences,independently,,,,
E,,,indescribable,indescribables,indescribableness,,,,,
E,,,indicate,indicated,indicates,indicating,indication,indications,indicative,indicatives
E,,,indifferent,indifference,indifferents,indifferently,,,,
E,,,indispose,indisposed,indisposes,indisposing,,,,
E,,,indistinct,indistinctly,indistinctness,,,,,
E,,,indistinguished,indistinguishable,indistinguishability,indistinguishables,,,,
E,,,individual,individualizes,individualizing,individualities,individually,individuated,,
E,,,indwell,indwelling,indweller,indwells,indwelt,indwelled,,
E,,,insentient,insentience,,,,,,
E,,,inert,inertly,inertia,inertial,inertially,inertialness,inertialess,inertialessness
E,,,infant,infants,infantile,infantilization,infantilize,infantilizes,infantilized,infantilizing
E,,,infatuate,infatuates,infatuated,infatuating,infatuation,infatuations,infautatedly,
E,,,infer,infers,inferred,inferring,inference,inferential,inferentially,
E,,,infinite,infinitization,infinitized,infinitizes,infinitely,infiniteness,infinitizing,infinity
E,,,influence,influences,influenced,influencing,influential,influencer,,
E,,,inform,informs,informed,informing,information,informational,informationally,informer
E,,,inhabit,inhabits,inhabited,inhabiting,inhabitation,inhabitable,inhabitant,
E,,,inhale,inhales,inhaled,inhaling,inhalations,inhalation,inhalant,inhaler
E,,,inherent,inherently,inherency,,,,,
E,,,initial,initials,initialed,initialing,initialization,initializable,,
E,,,injure,injures,injured,injuring,injury,injurious,injuries,
E,,,innate,innately,innateness,innatenesses,innated,innatedly,,
E,,,inner,innermost,,,,,,
E,,,insist,insists,insisted,insisting,insistence,insistent,insistently,insisters
E,,,inspire,inspires,inspired,inspiring,inspiration,inspirations,inspirational,inspirationally
E,,,instal,instals,installed,installing,installation,installations,,
E,,,instruct,instructs,instructed,instructing,instruction,instructions,instructor,instructors
E,,,instrument,instrument,instruments,instrumentation,instrumented,instrumental,instrumentalities,instrumentality
E,,,intellect,intellects,intellectual,intellectuals,intellectualism,intellectualize,,
E,,,intelligent,intelligence,intelligents,unintelligent,,,,
E,,,intense,intensity,intensest,intensive,intensively,intensify,intensification,intensified
E,,,intent,intently,intention,intentional,intentionally,intentions,intentionalism,intentionalist
E,,,intercourse,intercourses,intercoursing,intercoursed,intercourser,,,
E,,,interior,interiorly,interiors,interiorize,interiorizes,interiorized,interiorizing,interiorization
E,,,intermediate,intermediates,intermediately,intermediateness,,,,
E,,,intermix,intend,intended,intends,intending,intention,intentional,intentionally
E,,,internal,internals,internal,internalistic,internality,internally,internalism,internalist
E,,,interrupt,interrupts,interrupted,interrupting,interruption,,,
E,,,intestine,intestinal,intestines,intestinally,,,,
E,,,intimate,intimates,intimating,intimatingly,intimacy,intimacies,,
E,,,intrinsic,intrinsics,intrinsically,,,,,
E,,,intuit,intuits,intuited,intuiting,intuitive,intuition,intuitable,intuitiveness
E,,,inverse,inverses,inversely,inversion,,,,
E,,,investigate,investigates,inverstigated,investigating,investigation,investigational,investigator,investigators
E,,,invocate,invocates,invocated,invocating,invocation,,,
E,,,involuntary,involuntaries,involuntarily,involuntariness,,,,
E,,,involute,involutes,involuted,involuting,involution,,,
E,,,island,islands,islandic,,,,,
E,,,Jain,Jains,Jainism,Jaina,,,,
E,,,jar,jars,jarry,jarred,jarring,,,
E,,,jasmine,jasmines,,,,,,
E,,,jaundice,jaundices,jaundiced,,,,,
E,,,jealous,jealousy,jealousness,jealously,jealousies,,,
E,,,jewel,jewels,jewelry,jeweled,,,,
E,,,job,jobs,jobbed,jobbing,jobber,jobbie,,
E,,,join,joins,joined,joining,joiner,,,
E,,,journey,journeys,journeying,journeyed,journeyer,,,
E,,,joy,joys,joyous,joyously,joyful,joyfully,joyousness,joyfulness
E,,,judge,judging,judged,judgement,judgeable,,,
E,,,jug,jugs,juggiing,jugged,,,,
E,,,juice,juices,juiced,juicing,juicy,,,
E,,,jungle,jungles,jungly,junglier,jungliest,junglist,junglism,
E,,,just,justly,justness,,,,,
E,,,keep,kept,keeping,keeps,keeper,,,
E,,,kill,kills,killing,killed,killer,killings,killers,
E,,,kin,kinsman,kinsfolk,,,,,
E,,,kind,kinds,kinder,kindest,kindly,kindness,,
E,,,king,kings,kingly,kingliness,kinglier,kingliest,,
E,,,kingdom,kingdoms,,,,,,
E,,,knave,knaves,knavery,knaveness,,,,
E,,,knee,knees,kneed,kneeing,,,,
E,,,knots,knot,knots,knotty,knotted,knotting,,
E,,,know,knows,knew,knowing,knowingly,known,knowable,knowers
E,,,knowledge,knowledges,knowledgeable,knowledgeably,,,,
E,,,labia,labial,labium,,,,,
E,,,lack,lacking,lacked,lacks,lackingness,,,
E,,,ladle,ladles,ladled,ladleing,,,,
E,,,lady,ladies,ladylike,,,,,
E,,,lake,lakes,,,,,,
E,,,lama,lamas,,,,,,
E,,,lame,lameness,lamely,lamer,lamest,,,
E,,,lamp,lamps,,,,,,
E,,,land,lands,landed,landing,landly,landings,,
E,,,language,languages,,,,,,
E,,,large,largely,larger,largest,largeness,largelier,largliest,
E,,,latch,latches,latched,latching,latchings,,,
E,,,latent,latently,latency,latencies,latentness,,,
E,,,laud,lauds,lauded,lauding,laudings,lauder,laudable,laudits
E,,,law,laws,lawed,lawing,lawyer,,,
E,,,lay,lays,laying,laid,layer,layers,layings,
E,,,lazy,lazily,laziness,,,,,
E,,,lead,leaders,leading,leads,leader,leadership,led,leaderly
E,,,leaf,leafs,leafed,leafing,leafily,leafiness,,
E,,,leap,lept,leaps,leaping,leaper,leapt,,
E,,,learn,learns,learnt,learned,learning,learnable,learner,learnify
E,,,leave,leaves,left,leaving,,,,
E,,,leftover,leftovers,,,,,,
E,,,leg,legs,legged,legging,leggy,leggily,leggish,leggishly
E,,,legend,legends,legendary,legendaries,,,,
E,,,leisure,leisurely,leisureliness,leisures,,,,
E,,,length,lengths,lengthen,lengthens,lengthened,lengthening,lengtheners,
E,,,lesson,lessons,lessoned,lessoning,leasonings,lessoner,lessoners,
E,,,let,lets,letting,letted,leet,letten,,
E,,,letter,letters,letterly,letterish,,,,
E,,,level,levels,levelled,levelling,leveled,leveling,levelest,levellest
E,,,liberate,liberates,liberated,liberating,liberation,liberations,liberator,liberators
E,,,lie,lied,lying,lies,liar,liars,,
E,,,lifeless,lifelessly,lifelessness,,,,,
E,,,lifelong,life-long,,,,,,
E,,,light,lighting,lighted,lit,lighter,lighten,lightness,lightning
E,,,like,likes,liked,liking,likely,likelihood,likeness,likenesses
E,,,limb,limbs,limbed,limbing,limbier,limbiest,limby,limbable
E,,,limit,limits,limited,limiting,limitation,limiter,limitedness,limitations
E,,,limitless,limitlessness,limitlessly,,,,,
E,,,limp,limps,limped,limping,limpiness,limpings,limpingly,limper
E,,,line,lines,lineal,lineally,lined,lining,linear,liners
E,,,lineage,lineages,lineagism,linage,linages,lineaged,lineaging,
E,,,lip,lips,lippy,lipping,lipped,lippiness,lippings,lipper
E,,,liquid,liquidlike,liquids,liquidity,liquidly,liquidness,liquidate,liquidation
E,,,liquor,liquors,liquored,liquoring,liqueur,,,
E,,,listen,listens,listened,listening,listener,listenable,listenability,listeners
E,,,literal,literals,literally,literalize,literalism,literalist,literalistically,literalistic
